generation,avg_survival,n1_weight_mag,n2_weight_mag
1,34,5.8238,7.3389
2,33,5.7680,7.3107
3,34,5.7470,7.2933
4,34,5.7238,7.2823
5,34,5.7157,7.2724
6,34,5.6661,7.2535
7,34,5.8499,7.3852
8,34,5.8398,7.3522
9,34,5.8188,7.3230
10,34,5.8039,7.2911
11,34,5.7957,7.2739
12,34,5.9245,7.4168
13,34,5.8852,7.3947
14,34,5.8570,7.3844
15,34,5.8400,7.3764
16,33,5.8304,7.3699
17,34,5.7492,7.4391
18,34,5.7697,7.4045
19,34,5.7774,7.3857
20,34,5.7829,7.3739
21,34,5.7861,7.3657
22,34,5.8087,7.3253
23,34,5.7903,7.3145
24,34,5.7817,7.3076
25,34,5.7774,7.3016
26,34,5.7759,7.2960
27,34,5.7727,7.2909
28,34,5.8350,7.2901
29,34,5.8105,7.2757
30,34,5.7883,7.2685
31,34,5.7715,7.2622
32,34,5.7613,7.2550
33,34,5.8711,7.3003
34,34,5.9170,7.2741
35,34,5.9086,7.2525
36,34,5.9047,7.2401
37,34,5.9049,7.2329
38,34,5.6099,7.3629
39,34,5.6020,7.3209
40,34,5.5743,7.3123
41,33,5.5510,7.3084
42,34,5.5647,7.2962
43,34,5.7358,7.3703
44,34,5.7172,7.3577
45,34,5.7036,7.3493
46,34,5.6907,7.3430
47,34,5.6799,7.3382
48,34,5.7948,7.2372
49,34,5.7471,7.2179
50,34,5.7119,7.2042
51,34,5.6825,7.1949
52,34,5.6622,7.1868
53,34,5.6463,7.1811
54,34,5.8246,7.3282
55,34,5.7783,7.3232
56,34,5.7441,7.3190
57,34,5.7203,7.3157
58,34,5.7034,7.3127
59,34,5.6904,7.3100
60,34,5.6805,7.3076
61,34,5.6723,7.3054
62,34,5.6662,7.3033
63,34,5.6600,7.3013
64,34,5.6547,7.2996
65,34,5.9242,7.0812
66,33,5.9173,7.0455
67,34,5.9033,7.0363
68,34,5.9048,7.0278
69,33,5.9059,7.0233
70,35,5.5310,7.3058
71,35,5.5099,7.3049
72,35,5.4985,7.3040
73,35,5.4911,7.3030
74,35,5.4859,7.3020
75,35,5.4811,7.3010
76,35,5.3853,7.1760
77,34,5.3671,7.1706
78,34,5.3504,7.1659
79,34,5.3365,7.1613
80,34,5.3276,7.1576
81,35,5.6977,7.2358
82,35,5.6825,7.2266
83,35,5.6710,7.2214
84,35,5.6626,7.2179
85,35,5.6575,7.2151
86,34,5.6795,7.2502
87,34,5.6524,7.2472
88,34,5.6356,7.2452
89,35,5.6236,7.2442
90,34,5.6150,7.2433
91,34,5.7061,7.4251
92,34,5.6902,7.4153
93,34,5.6785,7.4100
94,34,5.6712,7.4057
95,34,5.6648,7.4019
96,36,5.6630,7.3235
97,36,5.6238,7.3206
98,36,5.5987,7.3194
99,36,5.5804,7.3187
100,36,5.5665,7.3183
101,36,5.5555,7.3180
102,36,5.7688,7.4201
103,36,5.7392,7.4166
104,36,5.7198,7.4141
105,36,5.7052,7.4122
106,36,5.6935,7.4109
107,36,5.6328,7.4214
108,36,5.6138,7.4108
109,36,5.6005,7.4046
110,36,5.5894,7.4004
111,36,5.5798,7.3975
112,35,5.7611,7.1292
113,35,5.7323,7.1078
114,35,5.7168,7.0930
115,35,5.7057,7.0812
116,35,5.6983,7.0716
117,36,5.5789,7.4690
118,36,5.5528,7.4663
119,36,5.5374,7.4649
120,37,5.5268,7.4642
121,37,5.5185,7.4638
122,36,5.5122,7.4635
123,36,5.5069,7.4631
124,36,5.5024,7.4628
125,36,5.4982,7.4625
126,37,5.5240,7.4573
127,37,5.5112,7.4540
128,37,5.5022,7.4525
129,37,5.4944,7.4517
130,37,5.4880,7.4511
131,37,5.4825,7.4507
132,36,5.5456,7.3834
133,36,5.5375,7.3726
134,36,5.5357,7.3660
135,36,5.5358,7.3609
136,36,5.5364,7.3570
137,37,5.5074,7.3894
138,37,5.4966,7.3859
139,37,5.4896,7.3843
140,36,5.4843,7.3833
141,37,5.4802,7.3825
142,37,5.6376,7.4168
143,36,5.6294,7.4063
144,36,5.6209,7.4004
145,36,5.6136,7.3965
146,36,5.6077,7.3937
147,37,5.4187,7.4410
148,37,5.3938,7.4370
149,37,5.3790,7.4350
150,36,5.3692,7.4339
151,36,5.3615,7.4333
152,37,5.6207,7.4353
153,37,5.5900,7.4285
154,37,5.5686,7.4238
155,37,5.5514,7.4204
156,37,5.5380,7.4177
157,37,5.5267,7.4156
158,36,5.6684,7.4467
159,36,5.6614,7.4395
160,36,5.6522,7.4348
161,36,5.6440,7.4312
162,36,5.6372,7.4284
163,36,5.6318,7.5233
164,36,5.6292,7.5137
165,36,5.6255,7.5061
166,36,5.6133,7.5029
167,36,5.6055,7.5007
168,37,5.5864,7.5900
169,37,5.5555,7.5834
170,37,5.5364,7.5799
171,36,5.5224,7.5780
172,36,5.5113,7.5770
173,35,5.5212,7.3747
174,35,5.5043,7.3686
175,36,5.4925,7.3641
176,36,5.4826,7.3606
177,35,5.4739,7.3578
178,37,5.6571,7.5094
179,37,5.6331,7.5052
180,37,5.6179,7.5023
181,37,5.6066,7.5003
182,36,5.5983,7.4983
183,37,5.4676,7.5415
184,38,5.4260,7.5262
185,37,5.4099,7.5190
186,37,5.3999,7.5146
187,38,5.3911,7.5115
188,37,5.3826,7.5095
189,37,5.3756,7.5077
190,38,5.4363,7.4734
191,38,5.4115,7.4640
192,38,5.3970,7.4578
193,38,5.3822,7.4537
194,38,5.3769,7.4441
195,38,5.3800,7.4370
196,36,5.4436,7.2022
197,36,5.4251,7.2027
198,36,5.4185,7.2016
199,38,5.3212,7.3976
200,38,5.3168,7.3904
201,38,5.3082,7.3872
202,38,5.2997,7.3850
203,37,5.2920,7.3835
204,38,5.4152,7.4113
205,39,5.3779,7.3996
206,39,5.3582,7.3956
207,39,5.3451,7.3932
208,39,5.3348,7.3919
209,39,5.3273,7.3907
210,38,5.3211,7.3896
211,39,5.3151,7.3887
212,39,5.3093,7.3882
213,38,5.3035,7.3881
214,38,5.4069,7.5325
215,39,5.3933,7.5301
216,39,5.3789,7.5282
217,39,5.3699,7.5268
218,39,5.3645,7.5255
219,37,5.1999,7.3569
220,37,5.1911,7.3553
221,37,5.1837,7.3544
222,37,5.1769,7.3542
223,37,5.1722,7.3538
224,38,5.2681,7.4782
225,40,5.2259,7.4756
226,38,5.2114,7.4671
227,38,5.2167,7.4560
228,37,5.2240,7.4566
229,37,5.2152,7.4530
230,38,5.1982,7.4391
231,38,5.2478,7.4588
232,38,5.2388,7.4523
233,38,5.2342,7.4487
234,37,5.2131,7.4492
235,37,5.2002,7.4475
236,39,5.3450,7.6731
237,39,5.3424,7.6646
238,38,5.3452,7.6563
239,38,5.3485,7.6500
240,37,5.3501,7.6453
241,39,5.2602,7.6658
242,38,5.2492,7.6696
243,38,5.2424,7.6727
244,39,5.2362,7.6746
245,39,5.2297,7.6760
246,38,5.1255,7.5604
247,38,5.1120,7.5590
248,38,5.1067,7.5568
249,38,5.1037,7.5534
250,38,5.0988,7.5522
251,39,5.2010,7.4007
252,38,5.1618,7.4022
253,38,5.1367,7.4028
254,38,5.1194,7.4030
255,38,5.1055,7.4031
256,39,5.2404,7.4069
257,39,5.2219,7.4039
258,39,5.2106,7.4016
259,38,5.2019,7.3999
260,39,5.1946,7.3982
261,38,5.3219,7.4309
262,38,5.3169,7.4203
263,38,5.3155,7.4139
264,38,5.3141,7.4118
265,37,5.3128,7.4118
266,38,5.3161,7.4971
267,38,5.2961,7.4857
268,38,5.2970,7.4798
269,38,5.2728,7.4695
270,38,5.2639,7.4596
271,39,5.1050,7.7158
272,38,5.1203,7.6948
273,38,5.1279,7.6921
274,38,5.1314,7.6930
275,38,5.1341,7.6923
276,38,5.4700,7.4920
277,38,5.4696,7.4788
278,38,5.4676,7.4764
279,38,5.4624,7.4759
280,38,5.4566,7.4761
281,40,5.1575,7.4766
282,40,5.1540,7.4735
283,40,5.1536,7.4695
284,40,5.1549,7.4657
285,40,5.1569,7.4627
286,40,5.1589,7.4604
287,39,5.1597,7.4587
288,39,5.1592,7.4574
289,39,5.1586,7.4563
290,39,5.1573,7.5258
291,38,5.1401,7.5212
292,39,5.1308,7.5138
293,38,5.1254,7.5074
294,38,5.1212,7.5035
295,39,5.1909,7.0510
296,39,5.1719,7.0457
297,38,5.1594,7.0437
298,38,5.1499,7.0430
299,38,5.1425,7.0429
300,39,5.4733,7.4573
301,40,5.4570,7.4552
302,40,5.4493,7.4519
303,39,5.4486,7.4480
304,39,5.4508,7.4447
305,38,5.2945,7.4153
306,38,5.3153,7.3885
307,38,5.3244,7.3749
308,38,5.3244,7.3684
309,38,5.3211,7.3652
310,40,5.2885,7.5215
311,40,5.2711,7.5210
312,39,5.2639,7.5193
313,39,5.2606,7.5171
314,40,5.2588,7.5150
315,39,5.1986,7.4748
316,39,5.1684,7.4810
317,39,5.1583,7.4833
318,39,5.1522,7.4847
319,38,5.1492,7.4853
320,38,5.3363,7.5841
321,39,5.3220,7.5918
322,39,5.3148,7.5890
323,39,5.3183,7.5887
324,39,5.3108,7.5875
325,38,5.1892,7.6534
326,38,5.1626,7.6519
327,38,5.1600,7.6490
328,38,5.1604,7.6472
329,39,5.1604,7.6464
330,39,5.2184,7.5953
331,39,5.2273,7.5899
332,38,5.2221,7.5941
333,37,5.2434,7.5844
334,38,5.2255,7.5872
335,37,5.3890,7.6030
336,37,5.3790,7.5956
337,38,5.3761,7.5939
338,37,5.3759,7.5929
339,37,5.3782,7.5916
340,38,5.1230,7.6035
341,37,5.1080,7.6011
342,38,5.0995,7.5967
343,37,5.0993,7.5924
344,37,5.0997,7.5888
345,41,5.0882,7.4528
346,41,5.0903,7.4463
347,40,5.0832,7.4425
348,40,5.0796,7.4406
349,40,5.0786,7.4391
350,41,5.0772,7.4331
351,40,5.0715,7.4268
352,40,5.4009,7.6620
353,40,5.4095,7.6528
354,40,5.4142,7.6448
355,41,5.4165,7.6423
356,41,5.4127,7.6425
357,41,5.4059,7.6430
358,41,5.3987,7.6410
359,41,5.3913,7.6419
360,41,5.3900,7.6415
361,41,5.3883,7.6417
362,42,5.5105,7.6429
363,42,5.4903,7.6430
364,41,5.4757,7.6416
365,42,5.4649,7.6396
366,42,5.4569,7.6372
367,41,5.4509,7.6347
368,42,5.4462,7.6320
369,41,5.4421,7.6297
370,41,5.4394,7.6272
371,42,5.4372,7.6248
372,41,5.5864,7.6781
373,41,5.5908,7.6738
374,41,5.5923,7.6715
375,41,5.5873,7.6689
376,41,5.6005,7.6588
377,41,5.4298,7.6080
378,42,5.4145,7.6128
379,42,5.4064,7.6143
380,41,5.4000,7.6152
381,41,5.3944,7.6158
382,38,5.3246,7.7777
383,38,5.3146,7.7734
384,38,5.3098,7.7698
385,38,5.3060,7.7671
386,37,5.3037,7.7649
387,42,5.5864,7.8055
388,41,5.5590,7.7998
389,42,5.5469,7.7932
390,42,5.5393,7.7875
391,41,5.5350,7.7825
392,41,5.4217,7.6376
393,41,5.4085,7.6347
394,40,5.4010,7.6305
395,41,5.3941,7.6263
396,41,5.3880,7.6236
397,41,5.5991,7.6863
398,40,5.5891,7.6866
399,40,5.5904,7.6813
400,41,5.5865,7.6784
401,41,5.5836,7.6763
402,39,5.5578,7.7050
403,39,5.5692,7.6929
404,39,5.5727,7.6867
405,39,5.5766,7.6823
406,39,5.5805,7.6799
407,39,5.7687,7.5571
408,40,5.7805,7.5564
409,40,5.7810,7.5567
410,39,5.7646,7.5573
411,40,5.7626,7.5595
412,41,5.5332,7.7903
413,41,5.5053,7.7891
414,41,5.4930,7.7936
415,40,5.4950,7.7931
416,40,5.4957,7.7942
417,39,5.4824,7.5627
418,39,5.4751,7.5626
419,39,5.4716,7.5621
420,39,5.4695,7.5614
421,39,5.4682,7.5607
422,41,5.5820,7.7966
423,40,5.5759,7.7929
424,40,5.5727,7.7890
425,40,5.5700,7.7855
426,40,5.5681,7.7823
427,40,5.5855,7.7648
428,40,5.5710,7.7582
429,40,5.5692,7.7548
430,40,5.5701,7.7509
431,40,5.5708,7.7473
432,39,5.2691,7.8197
433,40,5.2636,7.8178
434,40,5.2599,7.8152
435,40,5.2572,7.8125
436,40,5.2551,7.8099
437,40,5.5299,7.7408
438,39,5.5309,7.7153
439,40,5.5081,7.7024
440,40,5.4897,7.6945
441,41,5.4799,7.6887
442,39,5.2644,7.8513
443,39,5.2546,7.8496
444,39,5.2469,7.8480
445,39,5.2417,7.8464
446,39,5.2374,7.8446
447,41,5.5282,7.6945
448,41,5.5333,7.6873
449,41,5.5291,7.6822
450,39,5.4989,7.6737
451,38,5.5041,7.6656
452,41,5.7364,7.6711
453,41,5.7204,7.6684
454,40,5.7098,7.6670
455,41,5.7018,7.6660
456,40,5.6960,7.6651
457,39,5.3722,7.8263
458,40,5.3562,7.8284
459,40,5.3485,7.8287
460,39,5.3437,7.8284
461,40,5.3405,7.8278
462,42,5.5154,7.9696
463,42,5.5082,7.9634
464,42,5.5074,7.9571
465,42,5.5071,7.9524
466,42,5.5060,7.9496
467,40,5.5936,7.7284
468,41,5.5837,7.7268
469,40,5.5793,7.7243
470,41,5.5766,7.7217
471,41,5.5749,7.7190
472,40,5.4710,7.7342
473,40,5.4558,7.7378
474,40,5.4484,7.7386
475,40,5.4436,7.7386
476,40,5.4398,7.7384
477,39,5.5043,7.6296
478,38,5.4974,7.6365
479,38,5.4798,7.6391
480,39,5.4625,7.6278
481,39,5.4616,7.6239
482,42,5.5251,7.7152
483,42,5.5226,7.7020
484,42,5.5200,7.6945
485,41,5.5185,7.6895
486,41,5.5176,7.6859
487,39,5.6012,7.7905
488,39,5.6074,7.7847
489,39,5.6078,7.7815
490,39,5.6080,7.7792
491,39,5.6089,7.7771
492,42,5.4295,7.6485
493,42,5.4113,7.6504
494,42,5.4009,7.6514
495,42,5.3951,7.6521
496,42,5.3922,7.6522
497,41,5.3545,7.7293
498,41,5.3404,7.7285
499,41,5.3325,7.7276
500,41,5.3270,7.7266
501,40,5.3227,7.7256
502,40,5.4398,7.8670
503,40,5.4269,7.8661
504,40,5.4199,7.8646
505,39,5.4149,7.8633
506,39,5.4108,7.8620
507,42,5.7119,7.6336
508,41,5.6983,7.6318
509,42,5.6897,7.6310
510,41,5.6835,7.6304
511,41,5.6781,7.6300
512,40,5.4972,7.6231
513,39,5.4777,7.6168
514,39,5.4711,7.6153
515,39,5.4696,7.6138
516,40,5.4678,7.6129
517,42,5.6191,7.6937
518,42,5.6063,7.6934
519,41,5.5977,7.6927
520,41,5.5915,7.6917
521,42,5.5870,7.6906
522,40,5.5082,7.6817
523,39,5.5011,7.6777
524,39,5.4960,7.6717
525,39,5.4950,7.6682
526,40,5.4844,7.6659
527,40,5.5528,7.7627
528,41,5.5495,7.7593
529,41,5.5529,7.7547
530,41,5.5571,7.7508
531,41,5.5600,7.7477
532,42,5.6082,7.6229
533,42,5.5938,7.6150
534,41,5.5896,7.6111
535,41,5.5957,7.6079
536,42,5.5985,7.6044
537,38,5.6420,7.7480
538,38,5.6308,7.7484
539,38,5.6256,7.7478
540,38,5.6232,7.7468
541,38,5.6225,7.7451
542,39,5.3811,7.8269
543,39,5.3715,7.8269
544,39,5.3686,7.8252
545,39,5.3669,7.8233
546,39,5.3652,7.8216
547,38,5.5939,7.8059
548,38,5.5857,7.8072
549,38,5.5826,7.8066
550,38,5.5814,7.8054
551,38,5.5805,7.8035
552,42,5.5677,7.6397
553,42,5.5555,7.6384
554,42,5.5480,7.6356
555,43,5.5423,7.6323
556,42,5.5378,7.6291
557,43,5.5348,7.6261
558,42,5.5319,7.6233
559,42,5.5298,7.6206
560,42,5.5280,7.6182
561,42,5.6965,7.7768
562,42,5.6940,7.7734
563,42,5.6921,7.7717
564,42,5.6904,7.7707
565,42,5.6895,7.7697
566,42,5.5698,7.7098
567,43,5.5574,7.6923
568,43,5.5635,7.6842
569,43,5.5661,7.6820
570,42,5.5664,7.6823
571,42,5.5678,7.6822
572,42,5.5683,7.6819
573,43,5.5683,7.6813
574,43,5.5678,7.6808
575,43,5.5671,7.6802
576,42,5.5661,7.6796
577,43,5.5649,7.6791
578,42,5.5639,7.6787
579,43,5.4580,7.9230
580,43,5.4535,7.9220
581,42,5.4507,7.9210
582,43,5.4482,7.9202
583,43,5.4459,7.9196
584,43,5.4439,7.9189
585,43,5.4421,7.9184
586,42,5.2925,8.0701
587,42,5.2819,8.0695
588,42,5.2754,8.0693
589,43,5.2708,8.0693
590,43,5.2674,8.0692
591,43,5.4464,7.9231
592,43,5.4396,7.9224
593,43,5.4338,7.9217
594,42,5.4288,7.9211
595,42,5.4245,7.9205
596,44,5.5896,7.9112
597,44,5.5812,7.9074
598,44,5.5690,7.9053
599,45,5.5597,7.9023
600,44,5.5567,7.8978
601,44,5.5570,7.8921
602,43,5.5585,7.8864
603,45,5.5604,7.8829
604,44,5.5613,7.8807
605,45,5.6392,7.8901
606,45,5.6276,7.8859
607,45,5.6274,7.8824
608,45,5.6304,7.8797
609,44,5.6333,7.8776
610,44,5.6358,7.8761
611,44,5.6376,7.8749
612,44,5.6735,7.8836
613,44,5.6920,7.8731
614,43,5.7037,7.8644
615,43,5.7123,7.8592
616,43,5.7156,7.8566
617,42,5.5848,7.9512
618,43,5.5848,7.9529
619,43,5.5930,7.9529
620,43,5.6001,7.9514
621,43,5.6001,7.9513
622,43,5.7364,7.9326
623,43,5.7304,7.9244
624,43,5.7330,7.9141
625,44,5.7266,7.9100
626,44,5.7188,7.9077
627,44,5.4882,7.8971
628,44,5.4695,7.8945
629,45,5.4573,7.8913
630,45,5.4497,7.8910
631,44,5.4498,7.8900
632,44,5.7469,7.8794
633,44,5.7387,7.8794
634,44,5.7210,7.8824
635,44,5.7217,7.8815
636,44,5.7345,7.8788
637,44,5.6380,7.9408
638,44,5.6313,7.9407
639,45,5.6243,7.9407
640,44,5.6183,7.9403
641,45,5.6141,7.9399
642,44,5.6111,7.9394
643,44,5.6091,7.9389
644,45,5.6076,7.9383
645,45,5.6921,8.1157
646,44,5.7013,8.1118
647,44,5.6931,8.1089
648,44,5.6915,8.1069
649,45,5.6906,8.1046
650,44,5.6201,8.1545
651,43,5.6251,8.1501
652,43,5.6236,8.1465
653,44,5.6192,8.1427
654,44,5.6136,8.1343
655,45,5.6080,7.9073
656,44,5.6015,7.9067
657,44,5.5989,7.9058
658,44,5.5973,7.9048
659,44,5.5959,7.9039
660,44,5.6195,8.0585
661,43,5.6088,8.0542
662,43,5.5912,8.0514
663,43,5.5751,8.0492
664,43,5.5704,8.0484
665,44,5.5468,7.8360
666,44,5.5351,7.8359
667,43,5.5271,7.8348
668,44,5.5212,7.8334
669,44,5.5160,7.8324
670,45,5.5896,7.8695
671,44,5.5796,7.8633
672,44,5.5725,7.8614
673,43,5.5684,7.8609
674,44,5.5664,7.8603
675,44,5.5137,7.9354
676,45,5.5170,7.9301
677,44,5.5185,7.9269
678,44,5.5178,7.9252
679,43,5.5157,7.9240
680,44,5.7489,8.0735
681,44,5.7212,8.0773
682,43,5.7091,8.0802
683,43,5.7027,8.0807
684,42,5.6974,8.0810
685,44,5.5712,8.1516
686,44,5.5623,8.1505
687,44,5.5574,8.1492
688,44,5.5529,8.1480
689,43,5.5486,8.1472
690,44,5.6822,7.7773
691,44,5.6720,7.7728
692,44,5.6676,7.7681
693,44,5.6647,7.7647
694,43,5.6612,7.7629
695,43,5.7562,7.9998
696,43,5.7368,7.9993
697,43,5.7252,7.9970
698,43,5.7164,7.9956
699,44,5.7095,7.9947
700,44,5.7287,8.0268
701,45,5.7371,8.0140
702,44,5.7287,8.0134
703,44,5.7227,8.0132
704,45,5.7172,8.0130
705,44,5.4254,8.0312
706,44,5.4173,8.0306
707,44,5.4105,8.0300
708,45,5.4058,8.0289
709,44,5.4030,8.0276
710,43,5.6995,7.9107
711,43,5.7052,7.9074
712,43,5.7118,7.9051
713,43,5.7158,7.9029
714,43,5.7165,7.9015
715,43,5.8581,7.9448
716,44,5.8515,7.9441
717,44,5.8475,7.9428
718,44,5.8466,7.9417
719,44,5.8479,7.9403
720,45,5.6391,7.9124
721,45,5.6186,7.9136
722,45,5.6099,7.9128
723,44,5.6068,7.9106
724,44,5.6053,7.9085
725,44,5.7293,8.0276
726,44,5.7333,8.0251
727,44,5.7354,8.0254
728,44,5.7365,8.0261
729,44,5.7371,8.0267
730,43,5.5356,7.9286
731,43,5.5237,7.9279
732,43,5.5159,7.9280
733,42,5.5070,7.9280
734,42,5.4986,7.9279
735,44,5.7585,8.0395
736,44,5.7706,8.0283
737,43,5.7752,8.0247
738,44,5.7748,8.0249
739,44,5.7749,8.0250
740,44,5.5669,8.1585
741,44,5.5563,8.1532
742,44,5.5479,8.1499
743,44,5.5413,8.1471
744,44,5.5361,8.1443
745,45,5.6435,7.9095
746,44,5.6347,7.9116
747,44,5.6294,7.9122
748,45,5.6257,7.9123
749,44,5.6230,7.9121
750,44,5.8828,7.9650
751,45,5.8773,7.9612
752,45,5.8796,7.9579
753,45,5.8873,7.9557
754,45,5.8952,7.9540
755,43,5.5855,7.8561
756,44,5.5888,7.8508
757,44,5.5900,7.8469
758,45,5.5871,7.8447
759,44,5.5828,7.8421
760,42,5.8035,7.9692
761,43,5.7929,7.9668
762,43,5.7974,7.9564
763,43,5.8000,7.9512
764,43,5.7982,7.9464
765,43,5.5426,8.0365
766,43,5.5148,8.0294
767,43,5.4939,8.0299
768,43,5.4807,8.0251
769,43,5.4748,8.0277
770,44,5.6057,7.9390
771,43,5.5655,7.9195
772,43,5.5559,7.9151
773,43,5.5384,7.9107
774,43,5.5321,7.9068
775,42,5.6319,8.0675
776,42,5.6210,8.0612
777,42,5.6160,8.0566
778,42,5.6124,8.0539
779,42,5.6086,8.0525
780,44,5.7267,7.9370
781,44,5.7220,7.9345
782,45,5.7177,7.9331
783,45,5.7142,7.9320
784,45,5.7112,7.9310
785,44,5.6726,7.9323
786,43,5.6663,7.9327
787,44,5.6596,7.9338
788,43,5.6538,7.9344
789,43,5.6487,7.9348
790,43,5.6984,7.8657
791,44,5.6844,7.8579
792,43,5.6635,7.8509
793,44,5.6498,7.8452
794,44,5.6459,7.8401
795,43,5.7056,8.0362
796,42,5.6912,8.0310
797,43,5.6841,8.0238
798,42,5.6789,8.0191
799,43,5.6760,8.0160
800,43,5.7904,8.0842
801,45,5.7449,8.0807
802,44,5.7266,8.0764
803,44,5.7195,8.0713
804,43,5.7171,8.0655
805,43,5.8148,8.1067
806,44,5.7947,8.1021
807,44,5.7806,8.1012
808,44,5.7692,8.1019
809,44,5.7607,8.1018
810,43,5.7067,7.9464
811,44,5.6949,7.9421
812,44,5.6899,7.9385
813,43,5.6867,7.9359
814,43,5.6832,7.9339
815,43,5.7204,8.0015
816,42,5.7143,7.9932
817,44,5.7117,7.9875
818,44,5.7104,7.9830
819,43,5.7097,7.9794
820,44,5.6557,7.8516
821,45,5.6553,7.8515
822,44,5.6452,7.8529
823,43,5.6342,7.8542
824,44,5.6254,7.8548
825,45,5.7317,8.0222
826,44,5.7149,8.0202
827,44,5.7086,8.0186
828,44,5.7051,8.0177
829,44,5.6999,8.0174
830,44,5.8401,7.8906
831,44,5.8323,7.8884
832,43,5.8260,7.8860
833,43,5.8214,7.8833
834,43,5.8172,7.8806
835,45,5.5900,7.8768
836,44,5.5818,7.8749
837,44,5.5766,7.8739
838,45,5.5736,7.8731
839,46,5.5714,7.8725
840,44,5.5692,7.8723
841,45,5.5664,7.8721
842,45,5.5633,7.8720
843,45,5.5601,7.8722
844,44,5.5566,7.8725
845,43,5.7525,7.9357
846,43,5.7340,7.9349
847,44,5.7174,7.9356
848,43,5.7018,7.9353
849,43,5.6898,7.9348
850,45,5.5485,7.7532
851,45,5.5406,7.7512
852,44,5.5346,7.7496
853,45,5.5294,7.7481
854,45,5.5252,7.7463
855,44,5.4549,7.8181
856,45,5.4431,7.8160
857,44,5.4362,7.8139
858,44,5.4336,7.8117
859,45,5.4320,7.8103
860,42,5.5622,7.7521
861,43,5.5743,7.7473
862,43,5.5844,7.7439
863,43,5.5934,7.7415
864,43,5.6011,7.7398
865,42,5.5316,7.9436
866,43,5.5254,7.9381
867,43,5.5157,7.9363
868,43,5.5107,7.9356
869,44,5.5088,7.9349
870,45,5.6542,7.9856
871,43,5.6447,7.9847
872,43,5.6373,7.9837
873,44,5.6308,7.9830
874,43,5.6248,7.9822
875,44,5.5772,7.9468
876,44,5.5645,7.9474
877,44,5.5578,7.9474
878,43,5.5536,7.9471
879,44,5.5499,7.9470
880,43,5.5367,7.9215
881,43,5.5555,7.9120
882,43,5.5752,7.9089
883,43,5.5856,7.9070
884,44,5.5944,7.9055
885,44,5.6155,7.9490
886,43,5.6014,7.9488
887,42,5.5924,7.9484
888,42,5.5948,7.9437
889,42,5.6066,7.9389
890,45,5.7333,7.9497
891,45,5.7351,7.9469
892,44,5.7330,7.9465
893,45,5.7312,7.9459
894,44,5.7292,7.9456
895,44,5.8012,7.8483
896,44,5.7992,7.8463
897,43,5.7954,7.8454
898,44,5.7911,7.8447
899,44,5.7826,7.8454
900,43,5.3912,7.8423
901,43,5.3787,7.8430
902,43,5.3720,7.8432
903,43,5.3687,7.8432
904,43,5.3665,7.8430
905,45,5.6378,7.7991
906,44,5.6360,7.7929
907,44,5.6426,7.7903
908,44,5.6468,7.7894
909,43,5.6506,7.7888
910,44,5.5849,7.8821
911,45,5.5792,7.8804
912,45,5.5758,7.8795
913,44,5.5733,7.8790
914,45,5.5741,7.8783
915,45,5.7503,8.1835
916,45,5.7480,8.1825
917,46,5.7460,8.1813
918,46,5.7134,8.1795
919,45,5.7123,8.1770
920,46,5.7027,8.1743
921,44,5.7017,8.1727
922,45,5.7008,8.1714
923,46,5.6992,8.1699
924,44,5.7498,8.0679
925,44,5.7379,8.0530
926,43,5.7316,8.0489
927,43,5.7269,8.0465
928,43,5.7238,8.0439
929,43,5.9225,8.2664
930,43,5.9234,8.2611
931,43,5.9223,8.2585
932,42,5.9216,8.2570
933,44,5.9216,8.2556
934,44,5.7382,8.2065
935,43,5.7244,8.1976
936,42,5.7232,8.1917
937,42,5.7345,8.1860
938,42,5.7383,8.1839
939,45,5.7622,8.1626
940,44,5.7531,8.1621
941,45,5.7493,8.1610
942,46,5.7473,8.1598
943,45,5.7462,8.1585
944,45,5.7847,8.2760
945,44,5.7712,8.2756
946,44,5.7688,8.2749
947,44,5.7664,8.2743
948,45,5.7641,8.2738
949,45,5.7315,8.2460
950,45,5.7222,8.2398
951,44,5.7060,8.2381
952,44,5.6896,8.2366
953,44,5.6780,8.2352
954,45,5.7448,8.3706
955,44,5.7333,8.3685
956,44,5.7295,8.3672
957,45,5.7269,8.3662
958,45,5.7243,8.3649
959,41,5.6863,8.1930
960,40,5.6562,8.1925
961,40,5.6375,8.1901
962,40,5.6307,8.1871
963,40,5.6271,8.1834
964,44,5.8050,8.2754
965,44,5.7693,8.2780
966,43,5.7597,8.2763
967,43,5.7524,8.2745
968,43,5.7461,8.2728
969,45,5.7054,8.1585
970,44,5.7055,8.1542
971,44,5.7070,8.1511
972,45,5.7099,8.1482
973,45,5.7135,8.1458
974,44,5.8466,8.2903
975,44,5.8385,8.2873
976,45,5.8327,8.2855
977,45,5.8284,8.2839
978,45,5.8251,8.2824
979,44,5.9221,8.1450
980,44,5.9399,8.1312
981,43,5.9410,8.1247
982,43,5.9293,8.1223
983,43,5.9160,8.1214
984,43,5.7913,8.3060
985,43,5.7812,8.2950
986,43,5.7765,8.2852
987,43,5.7754,8.2758
988,43,5.7726,8.2698
989,44,5.8297,8.1807
990,45,5.8238,8.1735
991,45,5.8203,8.1710
992,45,5.8178,8.1697
993,44,5.8165,8.1689
994,44,5.7095,8.2082
995,44,5.7028,8.2004
996,43,5.7007,8.1968
997,43,5.6994,8.1951
998,44,5.6983,8.1945
