generation,avg_survival,n1_weight_mag,n2_weight_mag
4209,44,5.9266,8.6623
4210,44,5.9125,8.6621
4211,43,5.9018,8.6623
4212,43,5.8940,8.6624
4213,43,5.8879,8.6623
4214,43,5.9020,8.4608
4215,43,5.8822,8.4548
4216,43,5.8703,8.4512
4217,42,5.8611,8.4488
4218,42,5.8532,8.4472
4219,41,5.8529,8.5574
4220,41,5.8433,8.5543
4221,41,5.8362,8.5527
4222,41,5.8318,8.5514
4223,41,5.8288,8.5501
4224,41,5.9179,8.4315
4225,41,5.8987,8.4223
4226,41,5.8932,8.4160
4227,41,5.8881,8.4127
4228,42,5.8855,8.4089
4229,41,6.0003,8.4392
4230,41,5.9628,8.4362
4231,41,5.9439,8.4350
4232,42,5.9329,8.4341
4233,42,5.9245,8.4336
4234,43,5.7941,8.4351
4235,44,5.7951,8.4336
4236,44,5.7976,8.4325
4237,44,5.7966,8.4317
4238,44,5.7963,8.4307
4239,44,5.8973,8.4990
4240,44,5.8894,8.4990
4241,44,5.8846,8.4988
4242,44,5.8813,8.4979
4243,43,5.8786,8.4971
4244,45,6.1132,8.4394
4245,44,6.1281,8.4391
4246,44,6.1268,8.4385
4247,44,6.1172,8.4375
4248,45,6.1081,8.4369
4249,43,6.0177,8.4441
4250,43,5.9958,8.4394
4251,45,5.9868,8.4369
4252,44,5.9766,8.4362
4253,43,5.9563,8.4351
4254,44,5.9186,8.4141
4255,44,5.9101,8.4108
4256,44,5.9078,8.4092
4257,44,5.9110,8.4068
4258,45,5.9156,8.4047
4259,44,5.8616,8.5112
4260,43,5.8580,8.5093
4261,44,5.8577,8.5076
4262,44,5.8598,8.5056
4263,44,5.8640,8.5030
4264,44,6.0273,8.4918
4265,44,6.0079,8.4930
4266,44,5.9980,8.4936
4267,44,5.9951,8.4936
4268,44,5.9964,8.4932
4269,45,5.7876,8.3881
4270,45,5.7791,8.3845
4271,44,5.7753,8.3819
4272,45,5.7729,8.3807
4273,45,5.7713,8.3804
4274,45,5.9192,8.4289
4275,44,5.9042,8.4205
4276,44,5.8943,8.4149
4277,44,5.8848,8.4100
4278,44,5.8753,8.4063
4279,40,5.9605,8.3375
4280,39,5.9538,8.3362
4281,39,5.9514,8.3343
4282,39,5.9513,8.3325
4283,40,5.9510,8.3310
4284,44,5.9559,8.3209
4285,44,5.9527,8.3196
4286,44,5.9485,8.3195
4287,45,5.9450,8.3196
4288,44,5.9425,8.3194
4289,45,5.9944,8.4570
4290,44,5.9847,8.4529
4291,45,5.9802,8.4509
4292,45,5.9783,8.4502
4293,45,5.9787,8.4498
4294,44,5.9140,8.4166
4295,44,5.8980,8.4131
4296,43,5.8892,8.4074
4297,44,5.8876,8.4002
4298,44,5.8681,8.3998
4299,45,5.8554,8.4330
4300,45,5.8447,8.4312
4301,44,5.8360,8.4306
4302,44,5.8287,8.4304
4303,44,5.8227,8.4303
4304,41,5.7762,8.5904
4305,41,5.7679,8.5875
4306,41,5.7636,8.5856
4307,40,5.7582,8.5841
4308,41,5.7530,8.5830
4309,45,6.0815,8.5564
4310,45,6.0723,8.5557
4311,44,6.0630,8.5562
4312,44,6.0476,8.5578
4313,44,6.0368,8.5580
4314,45,5.8116,8.3933
4315,45,5.7952,8.3901
4316,45,5.7874,8.3862
4317,45,5.7769,8.3844
4318,44,5.7646,8.3831
4319,43,6.0157,8.3270
4320,43,6.0125,8.3245
4321,43,6.0070,8.3225
4322,43,6.0015,8.3212
4323,43,5.9980,8.3198
4324,44,5.9936,8.4704
4325,44,5.9772,8.4654
4326,43,5.9636,8.4630
4327,45,5.9537,8.4607
4328,44,5.9463,8.4588
4329,44,5.8809,8.3750
4330,43,5.8811,8.3747
4331,43,5.8789,8.3747
4332,43,5.8765,8.3746
4333,43,5.8744,8.3744
4334,43,5.9682,8.7575
4335,45,5.9636,8.7589
4336,44,5.9501,8.7556
4337,45,5.9389,8.7578
4338,44,5.9349,8.7565
4339,44,6.1175,8.4380
4340,44,6.1128,8.4363
4341,44,6.1105,8.4349
4342,45,6.1087,8.4336
4343,44,6.1085,8.4318
4344,44,6.0300,8.3988
4345,44,6.0228,8.3981
4346,44,6.0203,8.3979
4347,44,6.0179,8.3977
4348,44,6.0134,8.3974
4349,44,5.9118,8.5758
4350,45,5.8926,8.5748
4351,44,5.8790,8.5737
4352,44,5.8668,8.5734
4353,44,5.8566,8.5735
4354,44,6.0428,8.5129
4355,44,6.0347,8.5095
4356,44,6.0314,8.5074
4357,43,6.0301,8.5068
4358,44,6.0292,8.5064
4359,45,5.9410,8.3111
4360,45,5.9293,8.3068
4361,45,5.9285,8.3043
4362,45,5.9289,8.3026
4363,44,5.9261,8.3016
4364,44,5.7349,8.3654
4365,44,5.7291,8.3613
4366,44,5.7264,8.3591
4367,45,5.7241,8.3576
4368,44,5.7217,8.3565
4369,45,5.9419,8.5606
4370,44,5.9394,8.5583
4371,44,5.9362,8.5549
4372,44,5.9295,8.5542
4373,45,5.9255,8.5551
4374,43,5.9535,8.4032
4375,44,5.9870,8.3961
4376,45,5.9950,8.3951
4377,44,5.9981,8.3947
4378,45,5.9998,8.3944
4379,44,5.9155,8.4324
4380,45,5.9079,8.4304
4381,45,5.9041,8.4284
4382,44,5.9008,8.4267
4383,44,5.8976,8.4255
4384,44,6.0511,8.3953
4385,44,6.0507,8.3931
4386,45,6.0505,8.3918
4387,45,6.0504,8.3908
4388,44,6.0501,8.3902
4389,43,5.8426,8.3030
4390,43,5.8374,8.3021
4391,43,5.8352,8.3012
4392,43,5.8333,8.3003
4393,44,5.8314,8.2997
4394,45,5.8360,8.4346
4395,44,5.8286,8.4336
4396,44,5.8252,8.4328
4397,43,5.8235,8.4321
4398,43,5.8217,8.4317
4399,45,5.7642,8.5597
4400,45,5.7655,8.5595
4401,45,5.7651,8.5593
4402,45,5.7346,8.5582
4403,44,5.7190,8.5555
4404,44,5.9338,8.3834
4405,45,5.9197,8.3829
4406,43,5.9115,8.3822
4407,44,5.9054,8.3818
4408,45,5.9009,8.3814
4409,45,6.0572,8.4929
4410,45,6.0546,8.4934
4411,44,6.0623,8.4874
4412,44,6.0675,8.4804
4413,45,6.0769,8.4724
4414,44,5.9147,8.4243
4415,43,5.9038,8.4246
4416,43,5.8990,8.4228
4417,43,5.8909,8.4214
4418,43,5.8850,8.4190
4419,45,5.9748,8.4209
4420,44,5.9618,8.4160
4421,44,5.9556,8.4154
4422,45,5.9524,8.4146
4423,44,5.9503,8.4136
4424,44,5.8642,8.4735
4425,45,5.8446,8.4684
4426,45,5.8332,8.4710
4427,45,5.8278,8.4708
4428,45,5.8269,8.4669
4429,44,5.9170,8.5269
4430,44,5.9219,8.5224
4431,45,5.9237,8.5208
4432,45,5.9250,8.5197
4433,44,5.9256,8.5188
4434,43,5.9224,8.2476
4435,45,5.9032,8.2492
4436,44,5.8889,8.2503
4437,44,5.8773,8.2510
4438,44,5.8672,8.2512
4439,45,6.0351,8.4734
4440,45,6.0423,8.4714
4441,45,6.0478,8.4704
4442,45,6.0498,8.4693
4443,45,6.0500,8.4684
4444,45,6.0280,8.3854
4445,44,6.0189,8.3848
4446,44,6.0118,8.3843
4447,45,6.0066,8.3840
4448,44,6.0024,8.3836
4449,44,5.9749,8.4569
4450,44,5.9695,8.4537
4451,43,5.9664,8.4512
4452,44,5.9633,8.4497
4453,44,5.9599,8.4489
4454,44,6.1108,8.5827
4455,44,6.1029,8.5814
4456,44,6.0968,8.5803
4457,44,6.0917,8.5796
4458,44,6.0875,8.5790
4459,43,5.6416,8.5296
4460,43,5.6361,8.5287
4461,42,5.6332,8.5279
4462,43,5.6309,8.5272
4463,43,5.6288,8.5266
4464,43,5.9114,8.4463
4465,43,5.9068,8.4431
4466,43,5.9013,8.4418
4467,43,5.8920,8.4421
4468,43,5.8857,8.4413
4469,44,5.8113,8.3757
4470,44,5.8063,8.3751
4471,44,5.8016,8.3750
4472,44,5.7982,8.3751
4473,44,5.7956,8.3752
4474,45,5.8279,8.3681
4475,43,5.8262,8.3551
4476,44,5.8323,8.3536
4477,45,5.8480,8.3508
4478,44,5.8578,8.3477
4479,44,6.0640,8.7669
4480,44,6.0597,8.7633
4481,44,6.0506,8.7623
4482,43,6.0426,8.7614
4483,43,6.0351,8.7607
4484,43,5.8499,8.4551
4485,42,5.8206,8.4418
4486,43,5.8073,8.4375
4487,43,5.8066,8.4355
4488,42,5.8038,8.4335
4489,43,5.9015,8.4763
4490,44,5.9014,8.4746
4491,44,5.8980,8.4708
4492,44,5.8929,8.4681
4493,45,5.8873,8.4662
4494,42,5.8688,8.3906
4495,42,5.8552,8.3868
4496,42,5.8447,8.3845
4497,41,5.8364,8.3830
4498,43,5.8299,8.3819
4499,42,5.8810,8.3561
4500,42,5.8661,8.3528
4501,43,5.8557,8.3506
4502,43,5.8470,8.3494
4503,43,5.8385,8.3486
4504,45,5.8079,8.3691
4505,44,5.8125,8.3666
4506,44,5.8164,8.3646
4507,43,5.8191,8.3632
4508,43,5.8231,8.3626
4509,45,5.8749,8.6124
4510,45,5.8766,8.6018
4511,44,5.8867,8.5879
4512,44,5.8884,8.5806
4513,43,5.8854,8.5758
4514,44,5.9037,8.4860
4515,42,5.8793,8.4866
4516,43,5.8674,8.4868
4517,43,5.8607,8.4867
4518,43,5.8561,8.4867
4519,45,6.0150,8.3716
4520,44,6.0178,8.3689
4521,44,6.0235,8.3649
4522,45,6.0314,8.3605
4523,45,6.0392,8.3565
4524,41,5.9221,8.4182
4525,41,5.9020,8.4161
4526,41,5.8842,8.4134
4527,41,5.8678,8.4108
4528,41,5.8523,8.4086
4529,44,6.0079,8.6575
4530,44,5.9946,8.6555
4531,44,5.9871,8.6543
4532,44,5.9808,8.6536
4533,44,5.9773,8.6514
4534,45,5.8338,8.3529
4535,44,5.8274,8.3512
4536,44,5.8211,8.3512
4537,44,5.8157,8.3517
4538,44,5.8109,8.3521
4539,41,6.0234,8.5024
4540,41,5.9934,8.5010
4541,42,5.9729,8.5010
4542,42,5.9593,8.5007
4543,42,5.9505,8.5002
4544,44,5.8389,8.5221
4545,42,5.8292,8.5132
4546,42,5.8209,8.5100
4547,42,5.8133,8.5088
4548,42,5.8066,8.5084
4549,44,5.8994,8.5231
4550,44,5.8884,8.5210
4551,43,5.8815,8.5189
4552,43,5.8769,8.5167
4553,43,5.8732,8.5146
4554,44,5.9579,8.3346
4555,44,5.9435,8.3295
4556,44,5.9373,8.3277
4557,44,5.9336,8.3270
4558,44,5.9298,8.3270
4559,44,5.9908,8.5652
4560,44,5.9888,8.5659
4561,44,5.9855,8.5656
4562,44,5.9831,8.5654
4563,44,5.9810,8.5651
4564,44,5.9506,8.4924
4565,44,5.9328,8.4921
4566,44,5.9189,8.4908
4567,44,5.9080,8.4905
4568,44,5.8982,8.4904
4569,45,5.8954,8.5479
4570,44,5.8892,8.5426
4571,44,5.8815,8.5412
4572,45,5.8737,8.5406
4573,44,5.8668,8.5398
4574,45,5.9900,8.4418
4575,44,5.9816,8.4409
4576,45,5.9753,8.4402
4577,45,5.9692,8.4395
4578,44,5.9634,8.4388
4579,45,6.0437,8.4875
4580,45,6.0475,8.4848
4581,45,6.0467,8.4841
4582,45,6.0465,8.4833
4583,45,6.0454,8.4830
4584,44,6.0612,8.2653
4585,45,6.0458,8.2660
4586,45,6.0347,8.2651
4587,43,6.0082,8.2618
4588,44,6.0086,8.2613
4589,45,5.9064,8.2906
4590,45,5.8890,8.2896
4591,45,5.8765,8.2892
4592,45,5.8665,8.2891
4593,45,5.8581,8.2890
4594,44,5.7713,8.3953
4595,45,5.7875,8.3961
4596,44,5.7965,8.3974
4597,44,5.7977,8.3990
4598,44,5.7731,8.3983
4599,43,6.0094,8.3841
4600,44,6.0001,8.3832
4601,45,5.9994,8.3835
4602,44,5.9977,8.3844
4603,44,5.9936,8.3853
4604,44,6.0012,8.3960
4605,45,5.9957,8.3947
4606,44,5.9875,8.3941
4607,44,5.9815,8.3936
4608,44,5.9768,8.3936
4609,45,5.7991,8.3135
4610,44,5.7860,8.3075
4611,44,5.7828,8.3016
4612,43,5.7760,8.2978
4613,42,5.7720,8.2979
4614,42,5.8310,8.5167
4615,43,5.8186,8.5128
4616,44,5.7981,8.5063
4617,44,5.7964,8.4983
4618,44,5.7928,8.4949
4619,44,6.0626,8.6791
4620,42,6.0435,8.6802
4621,43,6.0319,8.6809
4622,43,6.0238,8.6815
4623,43,6.0168,8.6819
4624,43,5.8730,8.4101
4625,43,5.8526,8.4056
4626,44,5.8421,8.4051
4627,44,5.8257,8.4064
4628,43,5.8087,8.4088
4629,44,5.9486,8.5293
4630,44,5.9361,8.5324
4631,44,5.9224,8.5315
4632,44,5.9110,8.5312
4633,44,5.9044,8.5311
4634,44,5.9446,8.3555
4635,44,5.9359,8.3524
4636,45,5.9296,8.3501
4637,44,5.9235,8.3485
4638,44,5.9181,8.3472
4639,45,5.9019,8.4735
4640,45,5.9020,8.4703
4641,44,5.9061,8.4683
4642,44,5.9114,8.4669
4643,44,5.9160,8.4661
4644,43,5.8051,8.4868
4645,44,5.7929,8.4830
4646,44,5.7849,8.4810
4647,43,5.7795,8.4792
4648,44,5.7753,8.4775
4649,43,5.8479,8.5070
4650,42,5.8351,8.5082
4651,43,5.8272,8.5083
4652,42,5.8211,8.5082
4653,42,5.8162,8.5081
4654,46,6.0121,8.3426
4655,45,6.0359,8.3324
4656,44,6.0626,8.3234
4657,43,6.0381,8.3189
4658,43,6.0677,8.3180
4659,42,5.9102,8.4782
4660,42,5.8782,8.4776
4661,42,5.8612,8.4738
4662,43,5.8451,8.4730
4663,42,5.8318,8.4726
4664,45,5.8461,8.3448
4665,45,5.8450,8.3446
4666,45,5.8477,8.3442
4667,45,5.8516,8.3434
4668,45,5.8563,8.3420
4669,45,5.8132,8.5202
4670,44,5.8120,8.5196
4671,43,5.7699,8.5185
4672,43,5.7642,8.5178
4673,43,5.7622,8.5184
4674,45,5.9723,8.3278
4675,44,5.9495,8.3283
4676,45,5.9336,8.3283
4677,44,5.9214,8.3283
4678,44,5.9110,8.3283
4679,44,5.9537,8.4716
4680,44,5.9402,8.4647
4681,43,5.9326,8.4565
4682,42,5.9275,8.4522
4683,43,5.9236,8.4501
4684,43,5.8225,8.6398
4685,43,5.8170,8.6389
4686,43,5.8123,8.6389
4687,43,5.8110,8.6389
4688,43,5.7994,8.6365
4689,43,6.0423,8.4548
4690,44,6.0364,8.4537
4691,43,6.0321,8.4526
4692,43,6.0278,8.4519
4693,43,6.0240,8.4514
4694,45,5.9985,8.4925
4695,44,5.9874,8.4892
4696,44,5.9865,8.4865
4697,44,5.9878,8.4849
4698,44,5.9875,8.4838
4699,43,6.1064,8.4437
4700,42,6.1072,8.4377
4701,42,6.1119,8.4335
4702,42,6.1186,8.4297
4703,42,6.1233,8.4258
4704,42,6.0105,8.5170
4705,42,6.0171,8.5119
4706,42,6.0234,8.5081
4707,42,6.0360,8.5043
4708,44,6.0449,8.5016
4709,42,5.9301,8.4235
4710,42,5.9186,8.4245
4711,42,5.9117,8.4246
4712,42,5.9067,8.4245
4713,43,5.9027,8.4243
4714,44,5.9714,8.4875
4715,44,5.9653,8.4843
4716,43,5.9622,8.4814
4717,44,5.9612,8.4788
4718,43,5.9615,8.4766
4719,42,6.0627,8.4803
4720,42,6.0476,8.4767
4721,42,6.0675,8.4679
4722,42,6.0570,8.4673
4723,42,6.0527,8.4636
4724,45,6.0639,8.3007
4725,44,6.0587,8.2981
4726,45,6.0518,8.2966
4727,45,6.0457,8.2951
4728,44,6.0371,8.2940
4729,46,5.8455,8.6302
4730,44,5.8397,8.6284
4731,45,5.8352,8.6270
4732,45,5.8314,8.6258
4733,44,5.8266,8.6255
4734,44,5.9627,8.4094
4735,44,5.9694,8.4088
4736,45,5.9472,8.4076
4737,44,5.9344,8.4065
4738,43,5.9296,8.4058
4739,44,6.0043,8.5596
4740,43,6.0133,8.5399
4741,44,5.9933,8.5395
4742,44,5.9707,8.5411
4743,45,5.9516,8.5420
4744,45,5.8246,8.3139
4745,45,5.8189,8.3160
4746,45,5.8139,8.3174
4747,44,5.8086,8.3184
4748,44,5.8028,8.3190
4749,43,5.8844,8.4950
4750,43,5.8786,8.4951
4751,43,5.8752,8.4950
4752,43,5.8727,8.4948
4753,42,5.8707,8.4945
4754,44,5.8611,8.3515
4755,44,5.8575,8.3519
4756,44,5.8559,8.3520
4757,44,5.8543,8.3521
4758,43,5.8536,8.3518
4759,44,5.9816,8.4015
4760,44,6.0053,8.4023
4761,44,6.0150,8.4015
4762,44,6.0162,8.4008
4763,43,6.0157,8.4008
4764,45,5.9811,8.3871
4765,45,5.9741,8.3864
4766,45,5.9759,8.3838
4767,45,5.9750,8.3799
4768,44,5.9623,8.3777
4769,44,5.8437,8.4696
4770,44,5.8239,8.4692
4771,45,5.8112,8.4670
4772,44,5.8010,8.4664
4773,44,5.7930,8.4660
4774,44,5.8874,8.4478
4775,44,5.8970,8.4446
4776,44,5.9012,8.4423
4777,44,5.9001,8.4406
4778,44,5.8918,8.4432
4779,43,6.0450,8.3816
4780,42,6.0344,8.3801
4781,44,6.0284,8.3789
4782,44,6.0244,8.3779
4783,43,6.0217,8.3771
4784,44,6.0615,8.4706
4785,44,6.0536,8.4673
4786,44,6.0471,8.4658
4787,44,6.0416,8.4646
4788,44,6.0363,8.4638
4789,45,6.1360,8.3703
4790,44,6.1254,8.3692
4791,44,6.1202,8.3684
4792,45,6.1173,8.3676
4793,44,6.1137,8.3669
4794,45,5.9894,8.4353
4795,45,5.9812,8.4326
4796,45,5.9727,8.4309
4797,46,5.9644,8.4295
4798,45,5.9562,8.4286
4799,40,5.7895,8.4759
4800,40,5.7778,8.4727
4801,40,5.7678,8.4706
4802,40,5.7594,8.4690
4803,40,5.7531,8.4676
4804,45,6.0236,8.4021
4805,45,5.9981,8.4012
4806,44,5.9852,8.4025
4807,41,5.9463,8.4079
4808,40,5.9360,8.4075
4809,44,5.8074,8.3579
4810,44,5.8084,8.3574
4811,45,5.8085,8.3569
4812,44,5.8075,8.3567
4813,44,5.8056,8.3566
4814,44,6.0414,8.4539
4815,44,6.0438,8.4526
4816,44,6.0432,8.4519
4817,45,6.0421,8.4516
4818,45,6.0419,8.4515
4819,45,5.8659,8.5192
4820,44,5.8585,8.5172
4821,44,5.8531,8.5159
4822,43,5.8498,8.5150
4823,43,5.8477,8.5142
4824,45,6.0239,8.4176
4825,44,6.0299,8.4168
4826,44,6.0541,8.4127
4827,43,6.0513,8.4073
4828,43,6.0400,8.4057
4829,43,6.1037,8.3926
4830,43,6.1109,8.3857
4831,44,6.1164,8.3797
4832,45,6.1152,8.3783
4833,45,6.1136,8.3766
4834,43,5.8845,8.3066
4835,44,5.8776,8.2978
4836,42,5.8782,8.2900
4837,42,5.8762,8.2859
4838,43,5.8739,8.2845
4839,44,6.1493,8.4197
4840,43,6.1403,8.4218
4841,44,6.1345,8.4218
4842,44,6.1055,8.4226
4843,44,6.0969,8.4206
4844,45,6.1994,8.3665
4845,45,6.1970,8.3645
4846,45,6.1983,8.3630
4847,44,6.2003,8.3618
4848,44,6.2026,8.3610
4849,43,5.8744,8.4660
4850,43,5.8685,8.4650
4851,42,5.8666,8.4632
4852,42,5.8648,8.4621
4853,43,5.8630,8.4615
4854,43,5.7913,8.4519
4855,44,5.7866,8.4483
4856,44,5.7797,8.4475
4857,44,5.7715,8.4476
4858,45,5.7657,8.4474
4859,44,5.9663,8.5692
4860,44,5.9639,8.5651
4861,45,5.9571,8.5640
4862,44,5.9503,8.5635
4863,44,5.9437,8.5631
4864,44,5.9710,8.6798
4865,44,5.9648,8.6775
4866,45,5.9626,8.6763
4867,45,5.9603,8.6756
4868,44,5.9582,8.6752
4869,42,5.8775,8.4672
4870,43,5.8757,8.4638
4871,43,5.8741,8.4620
4872,44,5.8724,8.4610
4873,43,5.8700,8.4604
4874,41,5.9750,8.2393
4875,41,5.9725,8.2407
4876,42,5.9753,8.2401
4877,43,5.9736,8.2387
4878,42,5.9703,8.2371
4879,44,5.9161,8.3439
4880,44,5.9079,8.3409
4881,44,5.8978,8.3410
4882,45,5.8881,8.3424
4883,44,5.8806,8.3436
4884,43,5.8332,8.3955
4885,42,5.8216,8.3926
4886,42,5.8173,8.3893
4887,42,5.8149,8.3877
4888,43,5.8116,8.3865
4889,44,5.8773,8.3947
4890,44,5.8715,8.3937
4891,44,5.8688,8.3929
4892,44,5.8669,8.3923
4893,44,5.8650,8.3918
4894,43,5.9374,8.4269
4895,43,5.9379,8.4245
4896,44,5.9286,8.4249
4897,44,5.9239,8.4257
4898,43,5.9216,8.4262
4899,45,6.0825,8.4740
4900,44,6.0152,8.4684
4901,45,5.9914,8.4649
4902,45,5.9970,8.4635
4903,45,5.9958,8.4628
4904,44,5.8521,8.4954
4905,44,5.8460,8.4906
4906,44,5.8426,8.4858
4907,44,5.8370,8.4825
4908,45,5.8311,8.4799
4909,45,6.0002,8.2397
4910,45,5.9875,8.2394
4911,45,5.9821,8.2377
4912,45,5.9786,8.2386
4913,43,5.9818,8.2376
4914,43,5.9618,8.3491
4915,44,5.9312,8.3508
4916,43,5.9210,8.3516
4917,43,5.9130,8.3516
4918,43,5.9068,8.3514
4919,45,5.8467,8.3095
4920,45,5.8540,8.2982
4921,44,5.8688,8.2905
4922,43,5.8672,8.2831
4923,43,5.8708,8.2766
4924,44,5.9671,8.4259
4925,44,5.9567,8.4237
4926,44,5.9520,8.4223
4927,44,5.9468,8.4216
4928,43,5.9422,8.4211
4929,43,6.1264,8.3331
4930,44,6.1309,8.3312
4931,44,6.1316,8.3314
4932,44,6.1325,8.3310
4933,44,6.1336,8.3304
4934,44,5.9877,8.4624
4935,44,5.9808,8.4592
4936,44,5.9758,8.4579
4937,45,5.9702,8.4564
4938,44,5.9641,8.4554
4939,43,6.0092,8.3784
4940,43,6.0113,8.3662
4941,42,6.0035,8.3641
4942,41,5.9947,8.3651
4943,42,5.9889,8.3656
4944,44,5.9965,8.3950
4945,43,5.9703,8.3971
4946,43,5.9552,8.3978
4947,43,5.9508,8.3977
4948,44,5.9476,8.3975
4949,45,5.9537,8.4770
4950,43,5.9356,8.4759
4951,44,5.9215,8.4747
4952,44,5.9108,8.4734
4953,44,5.9025,8.4722
4954,45,5.9542,8.5019
4955,42,5.9364,8.4931
4956,41,5.9327,8.4847
4957,41,5.9284,8.4800
4958,42,5.9218,8.4771
4959,45,6.0456,8.6009
4960,45,6.0428,8.5993
4961,45,6.0382,8.5991
4962,45,6.0348,8.5991
4963,45,6.0309,8.5992
4964,44,6.0327,8.5435
4965,44,6.0220,8.5436
4966,43,6.0139,8.5438
4967,43,6.0088,8.5437
4968,43,6.0048,8.5434
4969,44,5.7721,8.4168
4970,44,5.7655,8.4145
4971,43,5.7590,8.4134
4972,44,5.7536,8.4127
4973,43,5.7493,8.4123
4974,45,5.8718,8.4137
4975,45,5.8665,8.4126
4976,45,5.8630,8.4118
4977,44,5.8611,8.4101
4978,45,5.8567,8.4103
4979,43,6.2059,8.5291
4980,42,6.2029,8.5263
4981,44,6.2069,8.5226
4982,44,6.2109,8.5197
4983,44,6.2143,8.5176
4984,44,5.9579,8.3142
4985,44,5.9438,8.3087
4986,44,5.9383,8.3055
4987,44,5.9277,8.3046
4988,43,5.9192,8.3029
4989,42,5.8366,8.4675
4990,43,5.8279,8.4634
4991,43,5.8182,8.4586
4992,43,5.8081,8.4565
4993,43,5.7999,8.4553
4994,45,5.8184,8.5226
4995,45,5.8187,8.5204
4996,45,5.8244,8.5187
4997,45,5.8281,8.5182
4998,45,5.8336,8.5170
4999,45,6.1369,8.4646
5000,45,6.1139,8.4635
5001,44,6.1066,8.4586
5002,45,6.1056,8.4568
5003,43,6.1002,8.4572
5004,44,5.9740,8.3432
5005,45,5.9551,8.3383
5006,44,5.9426,8.3354
5007,44,5.9338,8.3337
5008,44,5.9269,8.3325
5009,45,5.9371,8.3735
5010,45,5.9244,8.3746
5011,45,5.9331,8.3674
5012,45,5.9460,8.3625
5013,45,5.9508,8.3607
5014,38,6.1285,8.3976
5015,39,6.1211,8.3980
5016,38,6.1177,8.3979
5017,39,6.1147,8.3978
5018,39,6.1117,8.3977
5019,44,6.1096,8.2668
5020,44,6.1034,8.2639
5021,45,6.0963,8.2636
5022,44,6.0916,8.2630
5023,44,6.0520,8.2582
5024,44,5.6950,8.4162
5025,44,5.6819,8.4145
5026,44,5.6774,8.4133
5027,44,5.6737,8.4124
5028,43,5.6697,8.4118
5029,44,6.0362,8.4310
5030,44,6.0271,8.4294
5031,44,6.0204,8.4273
5032,43,5.9957,8.4236
5033,43,5.9947,8.4234
5034,44,5.9715,8.4968
5035,44,5.9808,8.4920
5036,44,6.0201,8.4836
5037,43,6.0044,8.4814
5038,44,5.9964,8.4812
5039,43,5.8247,8.3360
5040,43,5.8204,8.3344
5041,42,5.8161,8.3318
5042,43,5.8161,8.3297
5043,42,5.8149,8.3287
5044,44,5.8934,8.3577
5045,43,5.8795,8.3549
5046,43,5.8678,8.3524
5047,42,5.8591,8.3547
5048,42,5.8451,8.3536
5049,43,5.7796,8.4592
5050,44,5.7046,8.4601
5051,44,5.7025,8.4556
5052,44,5.6918,8.4533
5053,44,5.6883,8.4528
5054,41,5.9716,8.3781
5055,41,5.9992,8.3583
5056,41,6.0050,8.3545
5057,41,6.0089,8.3525
5058,42,6.0120,8.3513
5059,43,5.8611,8.4491
5060,43,5.8602,8.4469
5061,44,5.8491,8.4462
5062,45,5.8225,8.4461
5063,44,5.8054,8.4458
5064,42,6.0177,8.4512
5065,43,6.0107,8.4500
5066,43,6.0052,8.4493
5067,43,6.0003,8.4487
5068,43,5.9953,8.4482
5069,44,5.9155,8.5810
5070,44,5.8922,8.5806
5071,44,5.8793,8.5792
5072,43,5.8738,8.5775
5073,45,5.8732,8.5755
5074,43,6.0770,8.3099
5075,43,6.0749,8.3074
5076,42,6.0722,8.3055
5077,43,6.0702,8.3033
5078,43,6.0647,8.3015
5079,45,5.8956,8.3796
5080,44,5.8930,8.3783
5081,44,5.8996,8.3748
5082,44,5.9039,8.3720
5083,45,5.9073,8.3694
5084,44,6.0826,8.6086
5085,44,6.0696,8.6087
5086,42,6.0535,8.6074
5087,42,6.0498,8.6050
5088,42,6.0456,8.6034
5089,45,6.2062,8.5060
5090,44,6.2166,8.4971
5091,44,6.2162,8.4933
5092,44,6.2130,8.4919
5093,43,6.2116,8.4903
5094,44,5.8136,8.4602
5095,44,5.7857,8.4493
5096,44,5.7837,8.4517
5097,44,5.7726,8.4512
5098,44,5.7635,8.4566
5099,44,5.7283,8.2520
5100,44,5.7137,8.2412
5101,44,5.7087,8.2406
5102,44,5.7066,8.2405
5103,44,5.7054,8.2397
5104,45,5.8612,8.4663
5105,45,5.8519,8.4659
5106,45,5.8455,8.4649
5107,45,5.8394,8.4641
5108,44,5.8324,8.4633
5109,45,6.0168,8.3914
5110,44,6.0060,8.3907
5111,44,5.9969,8.3902
5112,44,5.9890,8.3899
5113,44,5.9821,8.3897
5114,44,5.7044,8.5903
5115,44,5.7012,8.5897
5116,44,5.6979,8.5888
5117,44,5.6946,8.5884
5118,44,5.6904,8.5883
5119,43,5.8114,8.5554
5120,43,5.7983,8.5532
5121,44,5.7899,8.5516
5122,43,5.7840,8.5507
5123,43,5.7790,8.5499
5124,44,5.9406,8.5088
5125,44,5.9365,8.5059
5126,44,5.9302,8.5056
5127,44,5.9244,8.5059
5128,43,5.9200,8.5060
5129,43,5.7785,8.4926
5130,43,5.7840,8.4885
5131,43,5.7809,8.4876
5132,43,5.7774,8.4873
5133,43,5.7738,8.4872
5134,44,5.9442,8.4095
5135,44,5.9311,8.4100
5136,44,5.9235,8.4105
5137,44,5.9175,8.4105
5138,44,5.9126,8.4100
5139,45,5.8614,8.1626
